Iteration, Key Generation Time seconds, Shared Secret Time seconds, AES Encryption Time seconds, Key Generation Time seconds, Shared Secret Time seconds, AES Decryption Time seconds
413,0.003144,0.020276,0.000064,0.003144,0.020276,0.000034
414,0.003688,0.017013,0.000144,0.003688,0.017013,0.000041
415,0.006659,0.021050,0.000059,0.006659,0.021050,0.000032
416,0.003651,0.012761,0.000387,0.003651,0.012761,0.000041
417,0.005176,0.013367,0.000091,0.005176,0.013367,0.000027
418,0.002793,0.012137,0.000077,0.002793,0.012137,0.000137
419,0.004002,0.014045,0.000075,0.004002,0.014045,0.000596
420,0.003571,0.013126,0.000112,0.003571,0.013126,0.000165
421,0.003651,0.012490,0.000116,0.003651,0.012490,0.000034
422,0.003865,0.012510,0.000569,0.003865,0.012510,0.000030
423,0.002855,0.011988,0.000059,0.002855,0.011988,0.000030
424,0.002941,0.010560,0.000068,0.002941,0.010560,0.000028
425,0.002653,0.010662,0.000060,0.002653,0.010662,0.000027
426,0.003178,0.011545,0.000060,0.003178,0.011545,0.000032
427,0.002626,0.010530,0.000319,0.002626,0.010530,0.000042
428,0.002781,0.011251,0.000066,0.002781,0.011251,0.000028
429,0.003019,0.011319,0.000058,0.003019,0.011319,0.000027
430,0.002742,0.010947,0.000211,0.002742,0.010947,0.000113
431,0.002737,0.013401,0.000111,0.002737,0.013401,0.000127
432,0.008654,0.032443,0.000246,0.008654,0.032443,0.000032
433,0.002831,0.012507,0.000059,0.002831,0.012507,0.000025
434,0.003400,0.010837,0.000073,0.003400,0.010837,0.000028
435,0.003185,0.011344,0.000181,0.003185,0.011344,0.000041
436,0.004134,0.013137,0.000061,0.004134,0.013137,0.000027
437,0.003014,0.010808,0.000069,0.003014,0.010808,0.000031
438,0.003428,0.017150,0.000081,0.003428,0.017150,0.000029
439,0.002641,0.009781,0.000069,0.002641,0.009781,0.000029
440,0.003008,0.010175,0.000073,0.003008,0.010175,0.000025
441,0.002989,0.010484,0.000056,0.002989,0.010484,0.000030
442,0.003053,0.010374,0.000131,0.003053,0.010374,0.000026
443,0.003103,0.011073,0.000070,0.003103,0.011073,0.000028
444,0.003168,0.010607,0.000058,0.003168,0.010607,0.000028
445,0.002900,0.009828,0.000056,0.002900,0.009828,0.000027
446,0.002921,0.010092,0.000057,0.002921,0.010092,0.000069
447,0.003844,0.012173,0.000058,0.003844,0.012173,0.000029
448,0.002876,0.009616,0.000059,0.002876,0.009616,0.000026
449,0.002911,0.009585,0.000052,0.002911,0.009585,0.000024
450,0.002826,0.009477,0.000046,0.002826,0.009477,0.000024
451,0.002965,0.009665,0.000048,0.002965,0.009665,0.000024
452,0.002978,0.009676,0.000048,0.002978,0.009676,0.000026
453,0.002955,0.009920,0.000051,0.002955,0.009920,0.000024
454,0.003170,0.010336,0.000046,0.003170,0.010336,0.000030
455,0.003018,0.009905,0.000048,0.003018,0.009905,0.000026
456,0.002957,0.009695,0.000046,0.002957,0.009695,0.000026
457,0.003043,0.010025,0.000059,0.003043,0.010025,0.000025
458,0.003006,0.010029,0.000047,0.003006,0.010029,0.000025
459,0.003030,0.010015,0.000060,0.003030,0.010015,0.000031
460,0.002941,0.010120,0.000055,0.002941,0.010120,0.000027
461,0.021271,0.018630,0.000209,0.021271,0.018630,0.000073
462,0.004139,0.014279,0.000076,0.004139,0.014279,0.000033
463,0.002952,0.015332,0.000063,0.002952,0.015332,0.000032
464,0.002997,0.011834,0.000064,0.002997,0.011834,0.000036
465,0.003259,0.010561,0.000079,0.003259,0.010561,0.000078
466,0.002868,0.012521,0.000060,0.002868,0.012521,0.000027
467,0.003993,0.013301,0.000060,0.003993,0.013301,0.000026
468,0.002981,0.013923,0.000279,0.002981,0.013923,0.000032
469,0.003288,0.011287,0.000179,0.003288,0.011287,0.000026
470,0.004219,0.013706,0.000063,0.004219,0.013706,0.000077
471,0.002805,0.011669,0.000066,0.002805,0.011669,0.000038
472,0.003079,0.012492,0.000228,0.003079,0.012492,0.000029
473,0.003217,0.012337,0.000064,0.003217,0.012337,0.000029
474,0.004268,0.011838,0.000194,0.004268,0.011838,0.000036
475,0.003806,0.015188,0.000062,0.003806,0.015188,0.000038
476,0.005051,0.013610,0.000087,0.005051,0.013610,0.000027
477,0.004690,0.013676,0.000066,0.004690,0.013676,0.000053
478,0.003413,0.014382,0.000070,0.003413,0.014382,0.000027
479,0.003431,0.010790,0.000234,0.003431,0.010790,0.000050
480,0.004958,0.016035,0.000107,0.004958,0.016035,0.000059
481,0.003828,0.013629,0.000060,0.003828,0.013629,0.000041
482,0.003747,0.012857,0.000473,0.003747,0.012857,0.000035
483,0.010325,0.015516,0.000126,0.010325,0.015516,0.000033
484,0.004474,0.013369,0.000155,0.004474,0.013369,0.000031
485,0.003649,0.012356,0.000073,0.003649,0.012356,0.000109
486,0.004408,0.012778,0.000162,0.004408,0.012778,0.000031
487,0.003245,0.013963,0.000134,0.003245,0.013963,0.000030
488,0.003240,0.010862,0.000060,0.003240,0.010862,0.000031
489,0.003147,0.014307,0.000124,0.003147,0.014307,0.000046
490,0.003921,0.016558,0.000065,0.003921,0.016558,0.000035
491,0.003445,0.013472,0.000133,0.003445,0.013472,0.000027
492,0.003620,0.012317,0.000192,0.003620,0.012317,0.000037
493,0.003673,0.012569,0.000098,0.003673,0.012569,0.000031
494,0.002879,0.010421,0.000060,0.002879,0.010421,0.000051
495,0.002844,0.011858,0.000060,0.002844,0.011858,0.000034
496,0.002885,0.011106,0.000165,0.002885,0.011106,0.000036
497,0.003697,0.012645,0.000061,0.003697,0.012645,0.000053
498,0.003265,0.020592,0.000155,0.003265,0.020592,0.000126
499,0.005559,0.013757,0.000074,0.005559,0.013757,0.000031
500,0.003295,0.013033,0.000076,0.003295,0.013033,0.000030
501,0.002956,0.011884,0.000070,0.002956,0.011884,0.000038
502,0.003025,0.014206,0.000062,0.003025,0.014206,0.000029
503,0.003020,0.012258,0.000061,0.003020,0.012258,0.000048
504,0.003376,0.012897,0.000178,0.003376,0.012897,0.000032
505,0.002649,0.011017,0.000061,0.002649,0.011017,0.000039
506,0.003822,0.012388,0.000083,0.003822,0.012388,0.000031
507,0.003230,0.010684,0.000062,0.003230,0.010684,0.000026
508,0.002952,0.009775,0.000059,0.002952,0.009775,0.000064
509,0.002923,0.012217,0.000065,0.002923,0.012217,0.000029
510,0.004273,0.014274,0.000058,0.004273,0.014274,0.000035
511,0.002942,0.017061,0.000061,0.002942,0.017061,0.000028
512,0.002757,0.014593,0.000129,0.002757,0.014593,0.000031
513,0.005859,0.018129,0.000136,0.005859,0.018129,0.000042
514,0.004601,0.014835,0.000075,0.004601,0.014835,0.000159
515,0.002777,0.047044,0.000225,0.002777,0.047044,0.000058
516,0.005687,0.013601,0.000081,0.005687,0.013601,0.000061
517,0.003341,0.016396,0.000088,0.003341,0.016396,0.000028
518,0.002859,0.010436,0.000058,0.002859,0.010436,0.000029
519,0.002882,0.010990,0.000171,0.002882,0.010990,0.000028
520,0.003302,0.010299,0.000142,0.003302,0.010299,0.000044
521,0.002928,0.010190,0.000058,0.002928,0.010190,0.000027
522,0.002825,0.010344,0.000123,0.002825,0.010344,0.000030
523,0.002794,0.010780,0.000059,0.002794,0.010780,0.000025
524,0.002813,0.010993,0.000054,0.002813,0.010993,0.000028
525,0.002785,0.011502,0.000074,0.002785,0.011502,0.000026
526,0.002936,0.013064,0.000105,0.002936,0.013064,0.000041
527,0.003724,0.014606,0.000060,0.003724,0.014606,0.000029
528,0.003160,0.010484,0.000093,0.003160,0.010484,0.000099
529,0.002933,0.015273,0.000060,0.002933,0.015273,0.000073
530,0.005306,0.014910,0.000070,0.005306,0.014910,0.000027
531,0.004110,0.012586,0.000063,0.004110,0.012586,0.000029
532,0.003234,0.011657,0.000147,0.003234,0.011657,0.000067
533,0.009776,0.054131,0.000171,0.009776,0.054131,0.000052
534,0.003257,0.014251,0.000085,0.003257,0.014251,0.000030
535,0.002776,0.013058,0.000124,0.002776,0.013058,0.000033
536,0.005130,0.024536,0.000112,0.005130,0.024536,0.000028
537,0.003100,0.012997,0.000067,0.003100,0.012997,0.000028
538,0.002775,0.010747,0.000063,0.002775,0.010747,0.000026
539,0.002736,0.010486,0.000062,0.002736,0.010486,0.000029
540,0.004840,0.012267,0.000301,0.004840,0.012267,0.000102
541,0.003577,0.012889,0.000102,0.003577,0.012889,0.000030
542,0.030770,0.019350,0.000064,0.030770,0.019350,0.000188
543,0.004087,0.014072,0.000059,0.004087,0.014072,0.000033
544,0.003070,0.014969,0.000267,0.003070,0.014969,0.000536
545,0.018720,0.024460,0.000108,0.018720,0.024460,0.000055
546,0.009126,0.028319,0.000092,0.009126,0.028319,0.000046
547,0.004042,0.027730,0.000056,0.004042,0.027730,0.000033
548,0.002942,0.014588,0.000132,0.002942,0.014588,0.000030
549,0.005376,0.013114,0.000214,0.005376,0.013114,0.000094
550,0.003305,0.013731,0.000109,0.003305,0.013731,0.000030
551,0.003146,0.011469,0.000261,0.003146,0.011469,0.000467
552,0.003675,0.014342,0.000152,0.003675,0.014342,0.000078
553,0.004497,0.014603,0.000071,0.004497,0.014603,0.000031
554,0.003264,0.016556,0.000065,0.003264,0.016556,0.000028
555,0.003108,0.017047,0.000084,0.003108,0.017047,0.000033
556,0.003888,0.016334,0.000065,0.003888,0.016334,0.000037
557,0.004608,0.014615,0.000122,0.004608,0.014615,0.000058
558,0.005257,0.015595,0.000174,0.005257,0.015595,0.000120
559,0.004727,0.024856,0.000233,0.004727,0.024856,0.000030
560,0.003485,0.015590,0.000369,0.003485,0.015590,0.000040
561,0.004301,0.014132,0.000071,0.004301,0.014132,0.000044
562,0.004345,0.011597,0.000077,0.004345,0.011597,0.000029
563,0.003164,0.013641,0.000078,0.003164,0.013641,0.000063
564,0.003728,0.013559,0.000712,0.003728,0.013559,0.000045
565,0.004266,0.014858,0.000141,0.004266,0.014858,0.000040
566,0.003381,0.015503,0.000067,0.003381,0.015503,0.000053
567,0.003147,0.013843,0.000064,0.003147,0.013843,0.000042
568,0.003090,0.012405,0.000131,0.003090,0.012405,0.000027
569,0.003521,0.014945,0.000114,0.003521,0.014945,0.000059
570,0.004930,0.016188,0.000139,0.004930,0.016188,0.000055
571,0.003357,0.016664,0.000226,0.003357,0.016664,0.000039
572,0.003165,0.014341,0.000065,0.003165,0.014341,0.000040
573,0.002965,0.016948,0.000188,0.002965,0.016948,0.000163
574,0.003534,0.017272,0.000177,0.003534,0.017272,0.000042
575,0.003565,0.014970,0.000092,0.003565,0.014970,0.000031
576,0.003343,0.016317,0.000104,0.003343,0.016317,0.000031
577,0.003820,0.015122,0.000084,0.003820,0.015122,0.000042
578,0.019178,0.025653,0.000157,0.019178,0.025653,0.000038
579,0.003500,0.013993,0.000171,0.003500,0.013993,0.000036
580,0.004509,0.013182,0.000107,0.004509,0.013182,0.000026
581,0.005742,0.012001,0.000150,0.005742,0.012001,0.000031
582,0.003353,0.014313,0.000069,0.003353,0.014313,0.000035
583,0.003151,0.012254,0.000140,0.003151,0.012254,0.000112
584,0.003081,0.011783,0.000073,0.003081,0.011783,0.000032
585,0.003599,0.018940,0.000054,0.003599,0.018940,0.000032
586,0.003949,0.013965,0.000158,0.003949,0.013965,0.000034
587,0.005316,0.014650,0.000123,0.005316,0.014650,0.000044
588,0.003321,0.013429,0.000063,0.003321,0.013429,0.000207
589,0.002699,0.011767,0.000429,0.002699,0.011767,0.000045
590,0.005287,0.011939,0.000068,0.005287,0.011939,0.000029
591,0.003611,0.010905,0.000058,0.003611,0.010905,0.000029
592,0.002837,0.014534,0.000089,0.002837,0.014534,0.000032
593,0.003759,0.010839,0.000097,0.003759,0.010839,0.000067
594,0.002826,0.010484,0.000059,0.002826,0.010484,0.000026
595,0.002657,0.009844,0.000056,0.002657,0.009844,0.000026
596,0.002784,0.009471,0.000053,0.002784,0.009471,0.000028
597,0.003296,0.010052,0.000059,0.003296,0.010052,0.000027
598,0.003385,0.010571,0.000060,0.003385,0.010571,0.000034
599,0.003127,0.010266,0.000071,0.003127,0.010266,0.000028
600,0.003087,0.010149,0.000053,0.003087,0.010149,0.000028
601,0.002878,0.009786,0.000059,0.002878,0.009786,0.000029
602,0.003110,0.009983,0.000081,0.003110,0.009983,0.000027
603,0.003046,0.009972,0.000052,0.003046,0.009972,0.000025
604,0.003032,0.009914,0.000052,0.003032,0.009914,0.000026
605,0.003486,0.010512,0.000056,0.003486,0.010512,0.000026
606,0.002986,0.009930,0.000136,0.002986,0.009930,0.000027
607,0.003480,0.010229,0.000055,0.003480,0.010229,0.000026
608,0.003039,0.010195,0.000076,0.003039,0.010195,0.000028
609,0.002938,0.010198,0.000054,0.002938,0.010198,0.000029
610,0.002947,0.010087,0.000059,0.002947,0.010087,0.000029
611,0.002902,0.012427,0.000061,0.002902,0.012427,0.000029
612,0.002887,0.010748,0.000056,0.002887,0.010748,0.000044
613,0.002917,0.009900,0.000056,0.002917,0.009900,0.000027
614,0.002856,0.010133,0.000049,0.002856,0.010133,0.000023
615,0.002776,0.009407,0.000049,0.002776,0.009407,0.000024
616,0.002809,0.009543,0.000056,0.002809,0.009543,0.000028
617,0.003653,0.009906,0.000065,0.003653,0.009906,0.000027
618,0.002835,0.010099,0.000056,0.002835,0.010099,0.000023
619,0.003070,0.009787,0.000052,0.003070,0.009787,0.000027
620,0.003178,0.010070,0.000053,0.003178,0.010070,0.000025
621,0.003202,0.009822,0.000052,0.003202,0.009822,0.000043
622,0.018920,0.013126,0.000047,0.018920,0.013126,0.000027
623,0.002870,0.009688,0.000046,0.002870,0.009688,0.000033
624,0.002905,0.009767,0.000060,0.002905,0.009767,0.000027
625,0.002871,0.009609,0.000059,0.002871,0.009609,0.000026
626,0.002842,0.010606,0.000055,0.002842,0.010606,0.000029
627,0.002949,0.010131,0.000072,0.002949,0.010131,0.000026
628,0.002927,0.009978,0.000069,0.002927,0.009978,0.000029
629,0.002977,0.010070,0.000061,0.002977,0.010070,0.000025
630,0.002913,0.009770,0.000056,0.002913,0.009770,0.000024
631,0.002940,0.010396,0.000062,0.002940,0.010396,0.000026
632,0.002945,0.009735,0.000045,0.002945,0.009735,0.000021
633,0.002918,0.009634,0.000046,0.002918,0.009634,0.000026
634,0.002977,0.010413,0.000048,0.002977,0.010413,0.000026
635,0.002958,0.009982,0.000045,0.002958,0.009982,0.000027
636,0.003078,0.021636,0.000058,0.003078,0.021636,0.000052
637,0.002942,0.014030,0.000057,0.002942,0.014030,0.000027
638,0.002907,0.009887,0.000090,0.002907,0.009887,0.000032
639,0.003019,0.010052,0.000053,0.003019,0.010052,0.000029
640,0.003164,0.009890,0.000071,0.003164,0.009890,0.000027
641,0.002920,0.009996,0.000048,0.002920,0.009996,0.000027
642,0.002869,0.009864,0.000051,0.002869,0.009864,0.000027
643,0.003076,0.010792,0.000061,0.003076,0.010792,0.000027
644,0.003014,0.009889,0.000054,0.003014,0.009889,0.000032
645,0.002947,0.010250,0.000053,0.002947,0.010250,0.000025
646,0.002995,0.009909,0.000103,0.002995,0.009909,0.000024
647,0.002997,0.010521,0.000066,0.002997,0.010521,0.000025
648,0.003128,0.010383,0.000094,0.003128,0.010383,0.000026
649,0.003085,0.010365,0.000159,0.003085,0.010365,0.000040
650,0.002988,0.011084,0.000162,0.002988,0.011084,0.000027
651,0.003037,0.010177,0.000074,0.003037,0.010177,0.000024
652,0.002653,0.009314,0.000056,0.002653,0.009314,0.000022
653,0.002942,0.009344,0.000051,0.002942,0.009344,0.000026
654,0.003182,0.010197,0.000049,0.003182,0.010197,0.000026
655,0.003149,0.010436,0.000051,0.003149,0.010436,0.000028
656,0.003369,0.010525,0.000073,0.003369,0.010525,0.000027
657,0.003193,0.010451,0.000054,0.003193,0.010451,0.000025
658,0.003216,0.010683,0.000064,0.003216,0.010683,0.000030
659,0.003119,0.010910,0.000056,0.003119,0.010910,0.000029
660,0.003343,0.010799,0.000062,0.003343,0.010799,0.000031
661,0.003167,0.010726,0.000058,0.003167,0.010726,0.000027
662,0.003268,0.010825,0.000074,0.003268,0.010825,0.000040
663,0.003220,0.011195,0.000056,0.003220,0.011195,0.000025
664,0.003167,0.010435,0.000050,0.003167,0.010435,0.000025
665,0.003034,0.010050,0.000055,0.003034,0.010050,0.000032
666,0.003086,0.009917,0.000058,0.003086,0.009917,0.000026
667,0.002981,0.009896,0.000075,0.002981,0.009896,0.000029
668,0.003039,0.010339,0.000047,0.003039,0.010339,0.000025
669,0.003344,0.010082,0.000052,0.003344,0.010082,0.000026
670,0.003091,0.010502,0.000049,0.003091,0.010502,0.000026
671,0.002970,0.009984,0.000050,0.002970,0.009984,0.000027
672,0.002967,0.010576,0.000051,0.002967,0.010576,0.000028
673,0.003161,0.010052,0.000047,0.003161,0.010052,0.000025
674,0.002991,0.009777,0.000050,0.002991,0.009777,0.000025
675,0.002963,0.010100,0.000048,0.002963,0.010100,0.000024
676,0.003014,0.009934,0.000049,0.003014,0.009934,0.000025
677,0.002986,0.009853,0.000054,0.002986,0.009853,0.000057
678,0.003170,0.011203,0.000072,0.003170,0.011203,0.000027
679,0.003062,0.010322,0.000052,0.003062,0.010322,0.000027
680,0.003078,0.010339,0.000059,0.003078,0.010339,0.000031
681,0.003083,0.028401,0.000054,0.003083,0.028401,0.000025
682,0.002832,0.009444,0.000068,0.002832,0.009444,0.000025
683,0.003016,0.009855,0.000058,0.003016,0.009855,0.000027
684,0.003088,0.010406,0.000061,0.003088,0.010406,0.000025
685,0.002748,0.009383,0.000051,0.002748,0.009383,0.000025
686,0.002695,0.009500,0.000046,0.002695,0.009500,0.000025
687,0.002874,0.009243,0.000042,0.002874,0.009243,0.000023
688,0.002754,0.009350,0.000045,0.002754,0.009350,0.000024
689,0.002781,0.009510,0.000048,0.002781,0.009510,0.000024
690,0.002910,0.009810,0.000043,0.002910,0.009810,0.000025
691,0.002854,0.009785,0.000056,0.002854,0.009785,0.000023
692,0.002861,0.009430,0.000044,0.002861,0.009430,0.000024
693,0.002901,0.009678,0.000047,0.002901,0.009678,0.000027
694,0.003172,0.010178,0.000050,0.003172,0.010178,0.000025
695,0.002790,0.009483,0.000043,0.002790,0.009483,0.000024
696,0.002963,0.009510,0.000069,0.002963,0.009510,0.000027
697,0.003012,0.009879,0.000045,0.003012,0.009879,0.000023
698,0.002978,0.010005,0.000047,0.002978,0.010005,0.000028
699,0.003032,0.010114,0.000055,0.003032,0.010114,0.000027
700,0.003118,0.010434,0.000050,0.003118,0.010434,0.000025
701,0.003082,0.010223,0.000048,0.003082,0.010223,0.000025
702,0.003094,0.009788,0.000052,0.003094,0.009788,0.000024
703,0.003173,0.010031,0.000053,0.003173,0.010031,0.000026
704,0.002968,0.009986,0.000051,0.002968,0.009986,0.000024
705,0.003043,0.010052,0.000048,0.003043,0.010052,0.000026
706,0.003093,0.009876,0.000046,0.003093,0.009876,0.000023
707,0.003120,0.009928,0.000068,0.003120,0.009928,0.000034
708,0.003343,0.011025,0.000058,0.003343,0.011025,0.000027
709,0.003387,0.010527,0.000064,0.003387,0.010527,0.000026
710,0.002684,0.009466,0.000051,0.002684,0.009466,0.000023
711,0.002856,0.009345,0.000043,0.002856,0.009345,0.000026
712,0.002797,0.009566,0.000064,0.002797,0.009566,0.000027
713,0.003270,0.011753,0.000057,0.003270,0.011753,0.000031
714,0.002944,0.010216,0.000065,0.002944,0.010216,0.000027
715,0.003778,0.010618,0.000071,0.003778,0.010618,0.000028
716,0.002912,0.010793,0.000074,0.002912,0.010793,0.000028
717,0.003049,0.010732,0.000050,0.003049,0.010732,0.000026
718,0.002943,0.010587,0.000057,0.002943,0.010587,0.000026
719,0.003050,0.010003,0.000049,0.003050,0.010003,0.000025
720,0.002955,0.010032,0.000053,0.002955,0.010032,0.000026
721,0.003033,0.010070,0.000049,0.003033,0.010070,0.000027
722,0.002969,0.009805,0.000048,0.002969,0.009805,0.000027
723,0.003025,0.009796,0.000058,0.003025,0.009796,0.000029
724,0.002999,0.011002,0.000059,0.002999,0.011002,0.000030
725,0.003165,0.010331,0.000066,0.003165,0.010331,0.000030
726,0.002985,0.010705,0.000060,0.002985,0.010705,0.000026
727,0.003463,0.010358,0.000075,0.003463,0.010358,0.000028
728,0.003053,0.011196,0.000057,0.003053,0.011196,0.000029
729,0.003288,0.010169,0.000065,0.003288,0.010169,0.000028
730,0.002885,0.010667,0.000069,0.002885,0.010667,0.000026
731,0.003373,0.013956,0.000054,0.003373,0.013956,0.000028
732,0.002784,0.009816,0.000122,0.002784,0.009816,0.000026
733,0.002994,0.009488,0.000052,0.002994,0.009488,0.000024
734,0.002979,0.009463,0.000066,0.002979,0.009463,0.000024
735,0.002841,0.009881,0.000061,0.002841,0.009881,0.000026
736,0.002785,0.009436,0.000044,0.002785,0.009436,0.000026
737,0.002804,0.009627,0.000068,0.002804,0.009627,0.000032
738,0.015446,0.027539,0.000060,0.015446,0.027539,0.000042
739,0.003351,0.010143,0.000061,0.003351,0.010143,0.000028
740,0.003143,0.009898,0.000060,0.003143,0.009898,0.000027
741,0.003082,0.010029,0.000058,0.003082,0.010029,0.000026
742,0.002716,0.009871,0.000060,0.002716,0.009871,0.000025
743,0.004309,0.009971,0.000057,0.004309,0.009971,0.000027
744,0.003015,0.009749,0.000057,0.003015,0.009749,0.000026
745,0.002840,0.009686,0.000079,0.002840,0.009686,0.000026
746,0.003089,0.010269,0.000066,0.003089,0.010269,0.000032
747,0.002868,0.011250,0.000070,0.002868,0.011250,0.000033
748,0.003020,0.010881,0.000093,0.003020,0.010881,0.000026
749,0.003158,0.011065,0.000063,0.003158,0.011065,0.000070
750,0.002783,0.009938,0.000054,0.002783,0.009938,0.000030
751,0.002845,0.009911,0.000068,0.002845,0.009911,0.000025
752,0.003221,0.009606,0.000054,0.003221,0.009606,0.000029
753,0.003053,0.009970,0.000060,0.003053,0.009970,0.000028
754,0.002960,0.010183,0.000056,0.002960,0.010183,0.000026
755,0.002842,0.011887,0.000058,0.002842,0.011887,0.000029
756,0.002932,0.010101,0.000057,0.002932,0.010101,0.000030
757,0.002889,0.010792,0.000060,0.002889,0.010792,0.000030
758,0.002901,0.010396,0.000068,0.002901,0.010396,0.000026
759,0.002920,0.010368,0.000059,0.002920,0.010368,0.000026
760,0.003063,0.010074,0.000060,0.003063,0.010074,0.000032
761,0.002991,0.009984,0.000053,0.002991,0.009984,0.000035
762,0.002892,0.009648,0.000045,0.002892,0.009648,0.000025
763,0.002847,0.009484,0.000044,0.002847,0.009484,0.000025
764,0.002845,0.009577,0.000054,0.002845,0.009577,0.000024
765,0.003022,0.010109,0.000047,0.003022,0.010109,0.000028
766,0.003040,0.010147,0.000050,0.003040,0.010147,0.000024
767,0.003177,0.011172,0.000049,0.003177,0.011172,0.000026
768,0.006961,0.027837,0.000057,0.006961,0.027837,0.000026
769,0.002789,0.009406,0.000043,0.002789,0.009406,0.000026
770,0.002892,0.011742,0.000078,0.002892,0.011742,0.000027
771,0.002727,0.014031,0.000058,0.002727,0.014031,0.000034
772,0.003827,0.012383,0.000071,0.003827,0.012383,0.000028
773,0.003605,0.011619,0.000052,0.003605,0.011619,0.000025
774,0.003327,0.010816,0.000051,0.003327,0.010816,0.000027
775,0.003204,0.010735,0.000049,0.003204,0.010735,0.000211
776,0.005024,0.016497,0.000147,0.005024,0.016497,0.000053
777,0.004465,0.044851,0.000071,0.004465,0.044851,0.000113
778,0.003147,0.009653,0.000058,0.003147,0.009653,0.000025
779,0.002691,0.009442,0.000066,0.002691,0.009442,0.000043
780,0.002859,0.009445,0.000058,0.002859,0.009445,0.000029
781,0.003045,0.010250,0.000052,0.003045,0.010250,0.000053
782,0.003032,0.010422,0.000053,0.003032,0.010422,0.000025
783,0.003074,0.010370,0.000048,0.003074,0.010370,0.000026
784,0.003156,0.010545,0.000048,0.003156,0.010545,0.000026
785,0.003188,0.010317,0.000050,0.003188,0.010317,0.000023
786,0.003066,0.010368,0.000070,0.003066,0.010368,0.000026
787,0.003229,0.010355,0.000046,0.003229,0.010355,0.000053
788,0.003125,0.010113,0.000062,0.003125,0.010113,0.000027
789,0.003163,0.010844,0.000079,0.003163,0.010844,0.000030
790,0.003302,0.010466,0.000049,0.003302,0.010466,0.000026
791,0.002996,0.010058,0.000048,0.002996,0.010058,0.000024
792,0.003200,0.010253,0.000052,0.003200,0.010253,0.000025
793,0.003140,0.010371,0.000046,0.003140,0.010371,0.000026
794,0.003132,0.010230,0.000045,0.003132,0.010230,0.000026
795,0.002984,0.010425,0.000073,0.002984,0.010425,0.000107
796,0.002842,0.012435,0.000089,0.002842,0.012435,0.000030
797,0.003021,0.009761,0.000064,0.003021,0.009761,0.000028
798,0.002750,0.009944,0.000073,0.002750,0.009944,0.000026
799,0.002929,0.010753,0.000057,0.002929,0.010753,0.000028
800,0.002851,0.009758,0.000054,0.002851,0.009758,0.000029
801,0.002880,0.009903,0.000073,0.002880,0.009903,0.000027
802,0.002939,0.010165,0.000046,0.002939,0.010165,0.000023
803,0.003007,0.010226,0.000054,0.003007,0.010226,0.000027
804,0.002663,0.009703,0.000049,0.002663,0.009703,0.000024
805,0.002702,0.009225,0.000045,0.002702,0.009225,0.000024
806,0.002892,0.009428,0.000044,0.002892,0.009428,0.000025
807,0.002992,0.009995,0.000062,0.002992,0.009995,0.000022
808,0.003014,0.009825,0.000044,0.003014,0.009825,0.000023
809,0.003042,0.010118,0.000047,0.003042,0.010118,0.000026
810,0.003009,0.009799,0.000049,0.003009,0.009799,0.000027
811,0.003009,0.010101,0.000048,0.003009,0.010101,0.000025
812,0.003263,0.010614,0.000066,0.003263,0.010614,0.000025
813,0.003166,0.010905,0.000053,0.003166,0.010905,0.000025
814,0.003246,0.010335,0.000048,0.003246,0.010335,0.000026
815,0.002998,0.010184,0.000050,0.002998,0.010184,0.000025
816,0.003069,0.010106,0.000052,0.003069,0.010106,0.000028
817,0.002949,0.009807,0.000062,0.002949,0.009807,0.000025
818,0.003147,0.010795,0.000044,0.003147,0.010795,0.000026
819,0.003076,0.010365,0.000047,0.003076,0.010365,0.000025
820,0.004418,0.011497,0.000060,0.004418,0.011497,0.000027
821,0.002991,0.010308,0.000064,0.002991,0.010308,0.000027
822,0.003123,0.010223,0.000053,0.003123,0.010223,0.000025
823,0.003149,0.009971,0.000152,0.003149,0.009971,0.000081
824,0.003255,0.009557,0.000054,0.003255,0.009557,0.000024
825,0.002760,0.009078,0.000047,0.002760,0.009078,0.000021
826,0.002739,0.009043,0.000044,0.002739,0.009043,0.000023
827,0.002742,0.009040,0.000044,0.002742,0.009040,0.000023
828,0.002813,0.009336,0.000045,0.002813,0.009336,0.000023
829,0.002842,0.009309,0.000118,0.002842,0.009309,0.000024
830,0.002974,0.010812,0.000045,0.002974,0.010812,0.000025
831,0.003160,0.010259,0.000048,0.003160,0.010259,0.000026
832,0.003182,0.010471,0.000046,0.003182,0.010471,0.000024
833,0.003183,0.010160,0.000048,0.003183,0.010160,0.000025
834,0.003126,0.010670,0.000045,0.003126,0.010670,0.000025
835,0.003158,0.010467,0.000047,0.003158,0.010467,0.000024
836,0.003184,0.010109,0.000053,0.003184,0.010109,0.000025
837,0.003252,0.010356,0.000056,0.003252,0.010356,0.000027
838,0.003176,0.010544,0.000049,0.003176,0.010544,0.000026
839,0.003115,0.010660,0.000064,0.003115,0.010660,0.000024
840,0.003141,0.010341,0.000046,0.003141,0.010341,0.000026
841,0.003436,0.010177,0.000054,0.003436,0.010177,0.000024
842,0.003215,0.010566,0.000093,0.003215,0.010566,0.000030
843,0.003519,0.010571,0.000058,0.003519,0.010571,0.000028
844,0.002979,0.010621,0.000089,0.002979,0.010621,0.000031
845,0.003144,0.010903,0.000063,0.003144,0.010903,0.000027
846,0.003169,0.010678,0.000048,0.003169,0.010678,0.000025
847,0.003130,0.010776,0.000052,0.003130,0.010776,0.000027
